,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,attack,level
191,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,10,1.0,0.07,0.0,9,0.05,0.0,0.0,0.0,neptune,21
192,0,tcp,echo,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,17,1.0,0.06,0.0,17,0.06,0.0,0.0,0.0,neptune,19
197,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,1,0.0,0.52,0.0,1,0.52,1.0,0.0,1.0,portsweep,18
199,0,tcp,http,SF,176,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
200,0,tcp,klogin,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,14,1.0,0.06,0.0,14,0.06,0.0,0.0,0.0,neptune,21
201,0,tcp,http,SF,227,762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,255,0.0,0.0,0.02,0.0,normal,21
205,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,1.0,0.06,0.0,18,0.07,0.0,0.0,0.0,neptune,18
208,0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,19,1.0,0.05,0.0,19,0.05,0.0,0.0,0.0,neptune,20
209,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0.05,1.0,0.0,1,0.8,0.0,0.0,1.0,satan,18
211,0,tcp,iso_tsap,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,17,1.0,0.05,0.0,17,0.07,0.0,0.0,0.0,neptune,20
213,0,tcp,link,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,22,1.0,0.05,0.0,22,0.05,0.0,0.0,0.0,neptune,18
214,0,tcp,sunrpc,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,12,1.0,0.06,0.0,16,0.06,0.0,0.0,0.0,neptune,20
219,0,tcp,http,SF,224,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.1,0.0,0.18,255,0.0,0.03,0.04,0.0,normal,21
220,0,tcp,login,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,1.0,0.07,0.0,3,0.07,0.0,0.0,0.0,neptune,21
222,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,20,1.0,0.06,0.0,20,0.07,0.0,0.0,0.0,neptune,20
223,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.0,0.0,1.0,25,0.0,1.0,0.56,0.0,ipsweep,15
224,0,tcp,http,SF,201,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,255,0.0,0.03,0.04,0.0,normal,21
225,0,tcp,http,SF,285,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,34,0.0,0.0,0.09,255,0.0,0.01,0.03,0.0,normal,21
226,0,tcp,kshell,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,24,1.0,0.05,0.0,24,0.05,0.0,0.0,0.0,neptune,18
230,0,tcp,http,SF,331,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,255,0.0,0.03,0.01,0.0,normal,21
231,0,icmp,urp_i,SF,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.22,0.0,16,0.01,0.06,0.0,0.0,normal,18
232,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,71,0.01,0.28,0.0,0.0,teardrop,15
233,0,udp,domain_u,SF,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,173,0.0,0.0,0.01,232,0.01,0.0,0.0,0.0,normal,18
234,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,0.0,0.06,0.0,3,0.07,0.0,0.0,1.0,neptune,20
235,0,tcp,auth,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,7,1.0,0.07,0.0,7,0.07,0.0,0.0,0.0,neptune,20
236,0,tcp,kshell,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2,1.0,0.07,0.0,2,0.06,0.0,0.0,0.0,neptune,21
237,0,tcp,finger,SF,9,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,12,0.03,0.0,0.0,0.0,normal,21
238,0,tcp,http,SF,283,912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,255,0.0,0.01,0.03,0.0,normal,21
240,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,123,0.0,1.0,1.0,0.0,ipsweep,15
241,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,2,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,18
242,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1.0,0.13,0.0,52,0.03,0.0,0.0,0.0,neptune,18
243,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,8,1.0,0.06,0.0,8,0.06,0.0,0.0,0.0,neptune,20
245,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,9,1.0,0.09,0.0,9,0.1,0.0,0.0,0.0,neptune,21
246,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,1.0,60,0.0,1.0,0.5,0.0,ipsweep,17
247,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,20,1.0,0.06,0.0,19,0.05,0.0,0.0,0.0,neptune,21
248,0,tcp,http,SF,355,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
249,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0,0.0,1.0,63,0.0,1.0,0.51,0.0,ipsweep,18
252,0,tcp,other,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.74,1.0,0.0,1.0,portsweep,15
253,0,tcp,sql_net,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,nmap,19
256,0,tcp,http,SF,238,864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
257,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.38,0.36,0.0,1.0,portsweep,18
259,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,22,1.0,0.05,0.0,22,0.05,0.0,0.0,0.0,neptune,18
262,0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,11,0.0,0.06,0.0,11,0.07,0.0,0.0,1.0,neptune,20
263,0,tcp,http,SF,167,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.75,255,0.0,0.2,0.02,0.0,normal,21
264,0,tcp,http,SF,241,851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,35,0.0,0.0,0.06,255,0.0,0.01,0.03,0.0,normal,21
267,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,1.0,111,0.0,1.0,0.51,0.0,ipsweep,15
268,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1,1.0,0.06,0.0,4,0.07,0.0,0.0,0.0,neptune,20
270,0,tcp,auth,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,14,0.0,0.06,0.0,14,0.07,0.0,0.0,1.0,neptune,19
271,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.14,0.24,0.91,normal,21
272,0,udp,domain_u,SF,46,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,225,0.0,0.0,0.01,255,0.0,0.0,0.0,0.0,normal,18
274,0,tcp,http,SF,222,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,255,0.0,0.02,0.02,0.0,normal,21
275,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,10,1.0,0.05,0.0,10,0.05,0.0,0.0,0.0,neptune,20
276,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,12,1.0,0.06,0.0,10,0.07,0.0,0.0,0.0,neptune,21
278,0,tcp,http,SF,226,651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,255,0.0,0.01,0.0,0.0,normal,21
279,0,tcp,http,SF,299,447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,44,0.0,0.0,0.07,255,0.0,0.0,0.0,0.0,normal,21
280,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,1.0,0.29,0.0,26,0.04,0.01,0.0,0.0,neptune,18
281,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,88,0.27,0.36,0.02,0.0,normal,20
283,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,25,1.0,0.05,0.0,25,0.05,0.0,0.0,0.0,neptune,18
284,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.5,245,0.01,0.01,0.0,0.0,normal,21
285,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,7,1.0,0.06,0.0,7,0.07,0.0,0.0,0.0,neptune,18
286,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,9,1.0,0.07,0.0,9,0.07,0.0,0.0,0.0,neptune,18
287,0,tcp,http,SF,263,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
288,0,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.5,1.0,0.0,1.0,portsweep,15
289,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,43,0.02,0.0,0.0,0.12,normal,13
290,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,1.0,0.06,0.0,30,0.06,0.0,0.0,0.0,neptune,18
291,0,tcp,sql_net,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,1.0,0.07,0.0,18,0.07,0.0,0.0,0.0,neptune,19
294,0,tcp,http,SF,211,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,11,0.0,0.0,0.27,255,0.0,0.0,0.01,0.0,normal,21
296,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.0,0.0,1.0,112,0.0,1.0,0.25,0.0,nmap,15
297,0,udp,other,SF,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.67,0.0,1,0.67,0.95,0.0,0.0,normal,21
298,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,16,1.0,0.05,0.0,5,0.06,0.0,0.0,0.0,neptune,19
299,0,tcp,ftp_data,SF,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,38,0.09,0.25,0.05,0.0,normal,20
300,0,tcp,hostnames,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2,0.0,0.07,0.0,2,0.08,0.0,0.0,1.0,neptune,19
301,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,0.97,0.09,0.0,52,0.04,0.0,0.0,0.0,neptune,18
303,0,tcp,http,SF,320,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,255,0.0,0.01,0.0,0.0,normal,21
304,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0.0,0.0,1.0,61,0.0,1.0,0.51,0.0,ipsweep,18
305,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.0,0.0,101,0.05,0.01,0.02,0.0,normal,17
306,0,tcp,http,SF,204,1229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,255,0.0,0.02,0.04,0.0,normal,21
307,0,tcp,time,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.16,0.15,0.0,1.0,portsweep,14
309,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,13,1.0,0.06,0.0,13,0.07,0.0,0.0,0.0,neptune,21
310,0,tcp,http,SF,344,573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,60,0.04,0.0,0.08,255,0.0,0.0,0.0,0.0,normal,21
311,0,tcp,exec,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,16,0.0,0.06,0.0,9,0.06,0.0,0.0,1.0,neptune,18
312,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,19,1.0,0.05,0.0,19,0.07,0.0,0.0,0.0,neptune,20
313,0,tcp,http,SF,243,821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,19,0.0,0.0,0.11,255,0.0,0.01,0.01,0.0,normal,21
315,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,1.0,11,0.0,1.0,0.55,0.0,ipsweep,15
316,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0.17,1.0,0.0,1,0.47,0.0,0.0,1.0,satan,20
317,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.67,0.0,239,0.01,0.01,0.0,0.0,normal,21
318,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,17,1.0,0.05,0.0,17,0.06,0.0,0.0,0.0,neptune,21
320,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,7,1.0,0.05,0.0,7,0.05,0.0,0.0,0.0,neptune,19
321,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3,1.0,0.07,0.0,14,0.07,0.0,0.0,0.0,neptune,19
322,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2,1.0,0.06,0.0,5,0.07,0.0,0.0,0.0,neptune,18
323,0,tcp,smtp,SF,657,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,11,0.6,0.0,0.0,0.0,normal,19
324,0,tcp,http_443,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,7,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,21
325,0,tcp,http,SF,284,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,255,0.0,0.01,0.0,0.0,normal,21
327,0,tcp,http,SF,317,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,255,0.0,0.0,0.0,0.0,normal,21
328,0,udp,domain_u,SF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,36,0.03,0.14,0.0,0.0,normal,21
329,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,1,0.6,0.56,0.0,1.0,portsweep,18
330,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.64,0.64,0.0,1.0,portsweep,18
331,0,udp,domain_u,SF,44,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,197,0.0,0.0,0.01,234,0.01,0.01,0.0,0.0,normal,18
332,0,tcp,http,SF,215,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0.56,255,0.0,0.0,0.0,0.0,normal,21
333,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,9,1.0,0.07,0.0,7,0.07,0.0,0.0,0.0,neptune,21
337,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,13,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,neptune,18
338,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,0.0,0.06,0.0,6,0.09,0.0,0.0,1.0,neptune,21
340,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,1.0,0.07,0.0,2,0.07,0.0,0.0,0.0,neptune,21
341,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,23,0.05,0.55,0.0,0.0,normal,21
343,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,17,1.0,0.07,0.0,12,0.08,0.0,0.0,0.0,neptune,20
344,0,icmp,urp_i,SF,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0.0,0.1,0.0,16,0.01,0.06,0.0,0.0,normal,18
345,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,2,1.0,0.07,0.0,5,0.07,0.0,0.0,0.0,neptune,21
346,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,38,0.0,0.12,0.18,1.0,normal,21
347,0,tcp,discard,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,19,1.0,0.06,0.0,19,0.07,0.0,0.0,0.0,neptune,20
348,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,1.0,0.03,1.0,1.0,ipsweep,16
349,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,1,0.53,0.51,0.0,1.0,portsweep,18
351,0,tcp,supdup,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,3,1.0,0.05,0.0,3,0.05,0.0,0.0,0.0,neptune,18
352,0,tcp,http,SF,220,1249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,255,0.0,0.01,0.03,0.0,normal,21
353,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1,0.08,1.0,0.0,1,1.0,0.0,0.0,1.0,satan,18
355,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,30,1.0,0.06,0.1,13,0.08,0.0,0.0,0.0,neptune,18
357,0,tcp,uucp_path,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,3,0.0,0.07,0.0,3,0.07,0.0,0.0,1.0,neptune,18
358,0,tcp,ftp_data,SF,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.5,0.33,0.0,0.0,normal,20
361,0,tcp,sql_net,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,19,1.0,0.06,0.0,18,0.07,0.0,0.0,0.0,neptune,21
362,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.08,0.15,0.79,normal,21
364,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,1.0,255,0.0,1.0,0.5,0.0,ipsweep,18
367,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,1.0,0.1,0.0,62,0.03,0.01,0.03,0.0,neptune,18
368,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,10,1.0,0.06,0.0,10,0.07,0.0,0.0,0.0,neptune,21
369,0,tcp,http,SF,200,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,255,0.0,0.0,0.01,0.0,normal,21
370,0,tcp,http,SF,219,657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0.0,0.0,0.33,255,0.0,0.04,0.01,0.0,normal,21
372,0,tcp,nntp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,12,1.0,0.07,0.0,12,0.08,0.0,0.0,0.0,neptune,20
373,0,tcp,http,SF,325,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
374,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,6,1.0,0.07,0.0,6,0.07,0.0,0.0,0.0,neptune,18
375,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,247,0.0,1.0,0.0,0.0,normal,20
377,0,udp,domain_u,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.75,171,0.0,1.0,0.01,0.0,normal,21
378,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,1.0,0.08,0.0,3,0.08,0.0,0.0,0.0,neptune,21
379,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,188,0.0,0.0,0.01,255,0.0,0.01,0.0,0.0,normal,18
380,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,neptune,18
381,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,55,0.0,0.17,0.24,1.0,normal,21
382,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,1.0,0.14,0.0,12,0.1,0.0,0.0,0.0,neptune,21
383,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,19,1.0,0.06,0.0,4,0.06,0.0,0.0,0.0,neptune,21
385,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,8,1.0,0.05,0.0,8,0.05,0.0,0.0,0.0,neptune,20
386,0,udp,domain_u,SF,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0.0,0.0,0.0,166,0.01,0.0,0.0,0.0,normal,18
388,1,tcp,smtp,SF,570,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,104,0.05,0.01,0.02,0.0,normal,20
390,0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,1.0,0.0,1,0.53,0.88,0.0,0.0,normal,20
391,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1,1.0,0.06,0.0,1,0.06,0.0,0.0,0.0,neptune,20
392,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,8,1.0,0.05,0.0,8,0.08,0.01,0.0,0.0,neptune,18
393,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,15,1.0,0.07,0.0,1,0.08,0.0,0.0,0.0,neptune,21
394,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,15,1.0,0.06,0.0,16,0.05,0.0,0.0,0.0,neptune,21
395,0,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.82,1.0,0.0,1.0,portsweep,15
396,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,1.0,0.11,0.0,11,0.07,0.0,0.0,0.0,neptune,21
397,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,200,0.0,1.0,0.25,0.0,ipsweep,15
398,0,tcp,time,SF,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,25,0.0,0.04,0.0,0.04,normal,20
399,0,tcp,http,SF,233,581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,26,0.0,0.0,0.08,255,0.0,0.0,0.0,0.0,normal,21
400,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,19,1.0,0.05,0.0,19,0.07,0.0,0.0,0.0,neptune,20
401,0,tcp,ftp_data,SF,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,24,0.08,0.17,0.08,0.0,normal,20
402,0,udp,domain_u,SF,44,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,157,0.0,0.0,0.01,242,0.01,0.0,0.0,0.0,normal,19
403,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0.0,0.0,1.0,41,0.0,1.0,0.51,0.0,ipsweep,16
